"Type","Num_Rooms","Location","_2013","_2014","_2015","_2016","_2017"
"All property types","Three bed","Wexford",571.50,572.36,589.84,618.56,657.12
"All property types","Three bed","Wicklow",862.39,903.76,968.32,1036.29,1112.82
"All property types","1 to 2 bed","Carlow",512.13,519.49,537.35,559.85,594.40
"All property types","1 to 2 bed","Cavan",378.40,385.12,402.79,434.82,466.22
"All property types","1 to 2 bed","Clare",445.46,445.85,457.49,484.74,525.69
"All property types","1 to 2 bed","Cork",654.54,678.50,720.66,779.37,839.68
"All property types","1 to 2 bed","Donegal",388.65,382.59,396.27,422.85,451.97
"All property types","1 to 2 bed","Dublin",953.62,1024.72,1122.55,1204.96,1299.65
"All property types","1 to 2 bed","Galway",667.94,685.88,729.84,780.76,819.22
"All property types","1 to 2 bed","Kerry",476.44,485.44,498.26,522.28,567.79
"All property types","1 to 2 bed","Kildare",671.94,716.41,789.52,859.17,923.47
"All property types","1 to 2 bed","Kilkenny",526.40,545.85,583.91,625.96,669.06
"All property types","1 to 2 bed","Laois",446.60,461.32,499.68,553.63,608.95
"All property types","1 to 2 bed","Leitrim",350.25,356.88,369.42,396.49,423.12
"All property types","1 to 2 bed","Limerick",536.62,533.28,548.63,598.75,667.59
"All property types","1 to 2 bed","Longford",338.61,347.44,369.06,402.01,437.95
"All property types","1 to 2 bed","Louth",544.45,565.10,609.36,671.77,751.28
"All property types","1 to 2 bed","Mayo",459.60,462.27,469.91,486.04,511.61
"All property types","1 to 2 bed","Meath",592.08,625.84,683.33,752.41,829.11
"All property types","1 to 2 bed","Monaghan",431.09,440.39,465.89,482.03,500.76
"All property types","1 to 2 bed","Offaly",462.46,466.17,478.65,502.23,537.55
"All property types","1 to 2 bed","Roscommon",391.40,387.65,400.53,420.84,448.32
"All property types","1 to 2 bed","Sligo",495.36,515.01,521.33,507.78,535.87
"All property types","1 to 2 bed","Tipperary",446.68,449.24,462.87,481.43,502.98
"All property types","1 to 2 bed","Waterford",474.40,470.76,485.70,527.61,575.07
"All property types","1 to 2 bed","Westmeath",493.51,501.26,523.23,567.94,603.32
"All property types","1 to 2 bed","Wexford",479.23,482.88,498.42,529.67,567.42
"All property types","1 to 2 bed","Wicklow",741.07,781.70,839.71,908.34,967.64
"All property types","1 to 3 bed","Carlow",563.37,563.01,589.77,614.54,649.92
"All property types","1 to 3 bed","Cavan",410.12,411.54,432.28,468.39,505.39
"All property types","1 to 3 bed","Clare",485.64,487.44,501.09,531.45,570.57
"All property types","1 to 3 bed","Cork",693.05,713.60,758.57,823.72,885.53
"All property types","1 to 3 bed","Donegal",419.46,416.16,429.38,456.12,482.64
"All property types","1 to 3 bed","Dublin",1014.96,1077.85,1174.15,1261.46,1351.08
"All property types","1 to 3 bed","Galway",707.81,728.86,774.35,831.02,877.20
"All property types","1 to 3 bed","Kerry",516.48,523.63,536.58,562.47,601.08
"All property types","1 to 3 bed","Kildare",734.16,777.05,846.90,916.66,980.06
"All property types","1 to 3 bed","Kilkenny",566.55,584.89,619.93,665.30,712.27
"All property types","1 to 3 bed","Laois",494.74,510.14,549.06,606.24,663.03
"All property types","1 to 3 bed","Leitrim",378.13,382.94,393.74,420.23,448.85
"All property types","1 to 3 bed","Limerick",578.83,578.62,598.29,645.63,708.78
"All property types","1 to 3 bed","Longford",375.17,383.46,403.83,437.11,477.68
"All property types","1 to 3 bed","Louth",590.03,607.98,653.40,721.21,805.02
"All property types","1 to 3 bed","Mayo",482.20,482.56,491.90,510.89,534.30
"All property types","1 to 3 bed","Meath",641.39,676.89,740.17,816.00,890.58
"All property types","1 to 3 bed","Monaghan",464.25,472.44,487.61,505.70,533.41
"All property types","1 to 3 bed","Offaly",505.85,514.23,531.08,556.68,595.79
"All property types","1 to 3 bed","Roscommon",426.50,428.15,440.43,459.15,487.80
"All property types","1 to 3 bed","Sligo",548.01,556.77,565.17,575.12,619.43
"All property types","1 to 3 bed","Tipperary",502.75,505.42,517.38,536.89,563.36
"All property types","1 to 3 bed","Waterford",518.69,515.98,531.21,567.97,621.81
"All property types","1 to 3 bed","Westmeath",512.04,520.12,544.30,592.83,632.15
"All property types","1 to 3 bed","Wexford",523.62,525.41,541.31,571.01,609.52
"All property types","1 to 3 bed","Wicklow",786.72,827.84,886.57,953.37,1021.62
"All property types","Four plus bed","Carlow",724.58,703.15,719.43,764.23,791.81
"All property types","Four plus bed","Cavan",505.73,508.44,530.74,578.22,604.95
"All property types","Four plus bed","Clare",591.15,586.93,605.85,652.42,694.61
"All property types","Four plus bed","Cork",911.50,972.98,1035.53,1049.50,1108.00
"All property types","Four plus bed","Donegal",510.73,510.52,525.47,546.62,569.01
"All property types","Four plus bed","Dublin",1470.33,1539.90,1628.19,1702.47,1776.13
"All property types","Four plus bed","Galway",943.96,937.45,972.97,1045.80,1098.50
"All property types","Four plus bed","Kerry",567.53,563.50,614.39,676.04,699.31
"All property types","Four plus bed","Kildare",985.15,1043.67,1128.89,1196.40,1238.58
"All property types","Four plus bed","Kilkenny",705.12,718.90,753.70,806.89,837.13
"All property types","Four plus bed","Laois",606.22,628.04,679.60,747.22,800.06
"All property types","Four plus bed","Leitrim",446.04,460.50,478.23,511.02,545.96
"All property types","Four plus bed","Limerick",759.69,760.23,783.69,843.88,942.68
"All property types","Four plus bed","Longford",476.84,478.32,502.43,544.58,591.26
"All property types","Four plus bed","Louth",763.75,768.26,813.80,889.35,954.71
"All property types","Four plus bed","Mayo",572.21,566.59,574.51,596.94,631.68
"All property types","Four plus bed","Meath",808.52,846.09,927.20,1020.30,1068.46
"All property types","Four plus bed","Monaghan",575.16,570.71,572.50,598.22,628.51
"All property types","Four plus bed","Offaly",600.01,604.68,636.13,682.57,718.08
"All property types","Four plus bed","Roscommon",510.10,519.18,529.65,556.15,594.49
"All property types","Four plus bed","Sligo",692.66,685.55,709.38,770.21,781.03
"All property types","Four plus bed","Tipperary",634.86,636.40,647.28,672.53,701.53
"All property types","Four plus bed","Waterford",690.19,699.95,715.33,743.11,777.64
"All property types","Four plus bed","Westmeath",611.30,626.98,662.83,708.69,754.11
"All property types","Four plus bed","Wexford",639.54,640.13,671.87,708.01,755.47
"All property types","Four plus bed","Wicklow",1045.37,1087.22,1151.65,1212.03,1272.87
"All property types","All bedrooms","Carlow",595.76,589.00,614.04,642.75,678.18
"All property types","All bedrooms","Cavan",437.94,438.52,457.49,495.69,531.22
"All property types","All bedrooms","Clare",512.42,511.31,525.54,559.73,598.09
"All property types","All bedrooms","Cork",731.78,758.68,805.78,860.97,920.59
"All property types","All bedrooms","Donegal",443.72,441.59,454.69,479.67,504.30
"All property types","All bedrooms","Dublin",1068.61,1129.75,1219.99,1304.39,1391.76
"All property types","All bedrooms","Galway",774.50,789.07,831.27,890.99,938.78
"All property types","All bedrooms","Kerry",529.00,533.85,555.41,588.02,624.16
"All property types","All bedrooms","Kildare",778.97,823.47,894.46,963.06,1020.44
"All property types","All bedrooms","Kilkenny",592.97,611.20,645.68,691.66,733.11
"All property types","All bedrooms","Laois",513.20,530.64,571.92,632.10,688.10
"All property types","All bedrooms","Leitrim",396.43,403.07,413.82,440.76,469.09
"All property types","All bedrooms","Limerick",620.24,622.90,641.77,692.64,763.03
"All property types","All bedrooms","Longford",397.44,404.83,424.38,457.83,499.88
"All property types","All bedrooms","Louth",616.35,631.87,676.71,744.76,825.56
"All property types","All bedrooms","Mayo",506.51,506.02,515.00,533.40,558.06
"All property types","All bedrooms","Meath",679.24,713.08,779.98,857.10,924.58
"All property types","All bedrooms","Monaghan",488.13,491.99,503.65,523.25,552.56
"All property types","All bedrooms","Offaly",523.11,530.42,550.15,580.26,616.86
"All property types","All bedrooms","Roscommon",452.58,456.10,464.64,485.19,518.30
"All property types","All bedrooms","Sligo",577.96,583.22,592.03,610.75,651.28
"All property types","All bedrooms","Tipperary",527.48,530.14,541.22,560.15,586.22
"All property types","All bedrooms","Waterford",542.69,540.76,555.17,589.90,641.54
"All property types","All bedrooms","Westmeath",532.68,542.30,568.30,616.04,655.07
"All property types","All bedrooms","Wexford",544.01,544.43,562.77,592.78,631.48
"All property types","All bedrooms","Wicklow",826.23,866.54,923.03,989.52,1055.41
